Id_Athlete,Athlete,Gender,Medal
,"KANGASMÄKI, Reino",Men,Bronze
,"LOMBARDI, Pietro",Men,Gold
,"OLCAY, Kenan",Men,Silver
,"FANTONI, Guido",Men,Bronze
,"KIREÇÇI, Ahmet",Men,Gold
,"NILSSON, Tor",Men,Silver
,"KAYA, Halil",Men,Bronze
,"PETERSEN, Kurt",Men,Gold
,"HASSAN ALI, Mahmoud",Men,Silver
,"TOTH, Ferenc",Men,Bronze
,"OKTAV, Mehmet",Men,Gold
,"ANDERBERG, Olle",Men,Silver
,"FERENCZ, Karoly",Men,Bronze
,"FREIJ, Gustav",Men,Gold
,"ERIKSEN, Aage Ingvar",Men,Silver
,"HANSEN, Christian Henrik",Men,Bronze
,"ANDERSSON, Gösta",Men,Gold
,"SZILVASI, Miklos",Men,Silver
,"GALLEGATI, Ercole",Men,Bronze
,"GRÖNBERG, Axel",Men,Gold
,"TAYFUR, Muhlis",Men,Silver
,"ORABI, Ibrahim",Men,Bronze
,"NILSSON, Karl-Erik",Men,Gold
,"GRÖNDAHL, Kelpo Olavi",Men,Silver
,"HAASE, Günther",Men,Bronze
,"LEE, Samuel",Men,Gold
,"CAPILLA PEREZ, Joaquin",Men,Silver
,"STOVER-IRWIN, Juno Roslays",Women,Bronze
,"MCCORMICK, Patricia",Women,Gold
,"MYERS-POPE, Paula Jean",Women,Silver
,"CLOTWORTHY, Robert Lynn",Men,Bronze
,"BROWNING, David Grieg Jr.",Men,Gold
,"ANDERSON, Miller Altman",Men,Silver
,"OLSEN-JENSEN, Zoe-Ann",Women,Bronze
,"MCCORMICK, Patricia",Women,Gold
,"MOREAU, Madeleine",Women,Silver
,"TAYLOR, Jack George Neil",Men,Bronze
,"OYAKAWA, Yoshinobu",Men,Gold
,"BOZON, Gilbert",Men,Silver
,"STEWART, Jean",Women,Bronze
,"HARRISON, Joan Cynthia",Women,Gold
,"WIELEMA, Geertje",Women,Silver
,"LARSSON, Göran",Men,Bronze
,"SCHOLES, Clark Currie",Men,Gold
,"SUZUKI, Hiroshi",Men,Silver
,"TEMES, Judith",Women,Bronze
,"SZÖKE, Katalin",Women,Gold
,"TERMEULEN, Johanna Maria",Women,Silver
,"OKAMOTO, Tetsuo",Men,Bronze
,"KONNO, Ford Hiroshi",Men,Gold
,"HASHIZUME, Shiro",Men,Silver
,"KLEIN, Herbert",Men,Bronze
,"DAVIES, John Griffith",Men,Gold
,"STASSFORTH, Bowen Dow",Men,Silver
,"GORDON-MCKAY, Helen Orr",Women,Bronze
,"SZEKELY, Eva",Women,Gold
,"NOVAK-GERARD, Eva",Women,Silver
,"ÖSTRAND, Per-Olof",Men,Bronze
,"BOITEUX, Jean",Men,Gold
,"KONNO, Ford Hiroshi",Men,Silver
,"KAWAMOTO, Evelyn Tokue",Women,Bronze
,"GYENGE, Valeria",Women,Gold
,"NOVAK-GERARD, Eva",Women,Silver
,"ALDERSON-ROSAZZA, Joan Ann",Women,Bronze
,"KAWAMOTO, Evelyn Tokue",Women,Bronze
,"LA VINE, Jacqueline Carol",Women,Bronze
,"STEPAN, Mary Louise",Women,Bronze
,"NOVAK, Ilona",Women,Gold
,"NOVAK-GERARD, Eva",Women,Gold
,"SZÖKE, Katalin",Women,Gold
,"TEMES, Judith",Women,Gold
,"HEIJTING-SCHUHMACHER, Irma",Women,Silver
,"LINSSEN-VAESSEN, Marie-Louise Jean",Women,Silver
,"TERMEULEN, Johanna Maria",Women,Silver
,"VAN VOORN, Cornelia (Koosje)",Women,Silver
,"BERNARDO, Joseph",Men,Bronze
,"BOITEUX, Jean",Men,Bronze
,"EMINENTE, Aldo",Men,Bronze
,"JANY, Alexandre",Men,Bronze
,"KONNO, Ford Hiroshi",Men,Gold
,"MCLANE, James Price Jr.",Men,Gold
,"MOORE, Wayne Richard",Men,Gold
,"WOOLSEY, William Tripp",Men,Gold
,"GOTO, Toru",Men,Silver
,"HAMAGUCHI, Yoshihiro",Men,Silver
,"SUZUKI, Hiroshi",Men,Silver
,"TANIKAWA, Teijiro",Men,Silver
,"ARENA, Ermenegildo",Men,Bronze
,"CECCARINI, Lucio",Men,Bronze
,"DE SANZUANE, Renato",Men,Bronze
,"GAMBINO, Raffaello",Men,Bronze
,"GIONTA, Salvatore",Men,Bronze
,"MANNELLI, Maurizio",Men,Bronze
,"OGNIO, Geminio",Men,Bronze
,"PERETTI, Carlo",Men,Bronze
,"POLITO, Vincenzo",Men,Bronze
,"RUBINI, Cesare",Men,Bronze
,"TRAIOLA, Renato",Men,Bronze
,"ANTAL, Robert",Men,Gold
,"BOLVARI, Antal",Men,Gold
,"FABIAN, Dezsö",Men,Gold
,"GYARMATI, Dezso",Men,Gold
,"HASZNOS, Istvan",Men,Gold
,"JENEI, Laszlo",Men,Gold
,"KARPATI, György",Men,Gold
,"LEMHENYI, DezsÃ¶",Men,Gold
,"MARKOVICS, Kalman",Men,Gold
,"MARTIN, Miklos",Men,Gold
,"SZITTYA, Karoly",Men,Gold
,"SZIVOS, Istvan",Men,Gold
,"VIZVARI, György",Men,Gold
,"BAKASUN, Veljko",Men,Silver
,"BRAINOVIC, Marko",Men,Silver
,"IVKOVIC, Vladimir",Men,Silver
,"JEZIC, Zdravko",Men,Silver
,"KOVACIC, Zdravko",Men,Silver
,"KURTINI, Ivo",Men,Silver
,"RADONIC, Lovro",Men,Silver
,"STAKULA, Ivo",Men,Silver
,"VUKSANOVIC, Bosko",Men,Silver
,"ANUFRIYEV, Aleksandr",Men,Bronze
,"ZATOPEK, Emil",Men,Gold
,"MIMOUN, Alain",Men,Silver
,"JUNK, Bruno",Men,Bronze
,"MIKAELSSON, John",Men,Gold
,"SCHWAB, Erich Arthur Fritz",Men,Silver
,"BAILEY, Emmanuel Mcdonald",Men,Bronze
,"REMIGINO, Lindy",Men,Gold
,"MCKENLEY, Herbert",Men,Silver
,"STRICKLAND-DE LA HUNTY, Shirley",Women,Bronze
,"JACKSON, Marjorie",Women,Gold
,"ROBB-HASENJÄGER, Daphne Lilian Evelyn",Women,Silver
,"BARNARD, Arthur",Men,Bronze
,"DILLARD, Harrison",Men,Gold
,"DAVIS, Jack",Men,Silver
,"LUEG, Werner",Men,Bronze
,"BARTHEL, Joseph",Men,Gold
,"MCMILLEN, Robert",Men,Silver
,"GATHERS, James",Men,Bronze
,"STANFIELD, Andrew William",Men,Gold
,"BAKER, Walter Thane",Men,Silver
,"KHNYKINA-DVALISHVILI, Nadezhda",Women,Bronze
,"JACKSON, Marjorie",Women,Gold
,"BROUWER, Bertha",Women,Silver
,"DISLEY, John Ivor",Men,Bronze
,"ASHENFELTER, Horace III",Men,Gold
,"KAZANTSEV, Vladimir",Men,Silver
,"MATSON, Oliver Adrian",Men,Bronze
,"RHODEN, Vincent George",Men,Gold
,"MCKENLEY, Herbert",Men,Silver
,"HOLLAND, John Macfarlane",Men,Bronze
,"MOORE, Charles Hewes Jr.",Men,Gold
,"LITUEV, Yuri",Men,Silver
,"CSANYI, György",Men,Bronze
,"GOLDOVANYI, Bela",Men,Bronze
,"VARASDI, Geza",Men,Bronze
,"ZARANDI, Laszlo",Men,Bronze
,"DILLARD, Harrison",Men,Gold
,"REMIGINO, Lindy",Men,Gold
,"SMITH, Finis Dean",Men,Gold
,"STANFIELD, Andrew William",Men,Gold
,"KALYAEV, Lev",Men,Silver
,"SANADZE, Levan",Men,Silver
,"SUKHAREV, Vladimir",Men,Silver
,"TOKAREV, Boris",Men,Silver
,"ARMITAGE, Heather Joy",Women,Bronze
,"CHEESEMAN, Sylvia",Women,Bronze
,"DESFORGES, Jean Catherine",Women,Bronze
,"FOULDS-PAUL, June Florence",Women,Bronze
,"FAGGS, Mae Heriwentha",Women,Gold
,"HARDY, Catherine",Women,Gold
,"JONES, Barbara Pearl",Women,Gold
,"MOREAU, Janet Theresa",Women,Gold
,"KLEIN, Helga",Women,Silver
,"KNAB, Ulla",Women,Silver
,"PETERSEN-KALLENSEE, Marga",Women,Silver
,"SANDER-DOMAGELLA, Maria",Women,Silver
,"GEISTER, Hans",Men,Bronze
,"HAAS, Karl-Friedrich",Men,Bronze
,"STEINES, Günther",Men,Bronze
,"ULZHEIMER, Heinz",Men,Bronze
,"LAING, Leslie",Men,Gold
,"MCKENLEY, Herbert",Men,Gold
,"RHODEN, Vincent George",Men,Gold
,"WINT, Arthur",Men,Gold
,"COLE, Gerrard Eugene",Men,Silver
,"MATSON, Oliver Adrian",Men,Silver
,"MOORE, Charles Hewes Jr.",Men,Silver
,"WHITFIELD, Malvin Groston",Men,Silver
,"SCHADE, Herbert",Men,Bronze
,"ZATOPEK, Emil",Men,Gold
,"MIMOUN, Alain",Men,Silver
,"ROKA, Antal",Men,Bronze
,"DORDONI, Giuseppe",Men,Gold
,"DOLEZAL, Josef",Men,Silver
,"ULZHEIMER, Heinz",Men,Bronze
,"WHITFIELD, Malvin Groston",Men,Gold
,"WINT, Arthur",Men,Silver
,"SANDER-DOMAGELLA, Maria",Women,Bronze
,"STRICKLAND-DE LA HUNTY, Shirley",Women,Gold
,"GOLUBNICHAYA, Mariya",Women,Silver
,"SIMMONS, Floyd Macon Jr.",Men,Bronze
,"MATHIAS, Robert",Men,Gold
,"CAMPBELL, Milton Gray",Men,Silver
,"DILLION, James Leo",Men,Bronze
,"INESS, Simeon Garland",Men,Gold
,"CONSOLINI, Adolfo",Men,Silver
,"DUMBADZE, Nina",Women,Bronze
,"ROMASHKOVA-PONOMAREVA, Nina",Women,Gold
,"BAGRYANTSEVA, Elizaveta",Women,Silver
,"NEMETH, Imre",Men,Bronze
,"CSERMAK, Jozsef",Men,Gold
,"STORCH, Karl",Men,Silver
,"TELLES DA CONCEICAO, Jose",Men,Bronze
,"DAVIS, Walter Francis",Men,Gold
,"WIESNER, Kenneth George",Men,Silver
,"CHUDINA, Aleksandra",Women,Bronze
,"BRAND, Esther Cornelia",Women,Gold
,"LERWILL, Sheila",Women,Silver
,"HYYTIÄINEN, Toivo Armas",Men,Bronze
,"YOUNG, Cyrus C. Jr.",Men,Gold
,"MILLER, William Preston",Men,Silver
,"GORCHAKOVA, Elena",Women,Bronze
,"INGROVA-ZATOPKOVA, Dana",Women,Gold
,"CHUDINA, Aleksandra",Women,Silver
,"FÖLDESSY, Ödön",Men,Bronze
,"BIFFLE, Jerome Cousins",Men,Gold
,"GOURDINE, Meredith Charles",Men,Silver
,"CAWLEY, Shirley",Women,Bronze
,"WILLIAMS, Yvette Winefred",Women,Gold
,"CHUDINA, Aleksandra",Women,Silver
,"JANSSON, Gustaf",Men,Bronze
,"ZATOPEK, Emil",Men,Gold
,"GORNO, Reinaldo",Men,Silver
,"LUNDBERG, Ragnar",Men,Bronze
,"RICHARDS, Robert",Men,Gold
,"LAZ, Donald Robert",Men,Silver
,"FUCHS, James Emanuel",Men,Bronze
,"O, William Patrick Jr.",Men,Gold
,"HOOPER, Darrow Clarence",Men,Silver
,"TOCHENOVA, Klavdiya",Women,Bronze
,"ZYBINA, Galina",Women,Gold
,"WERNER-SCHULZE-ENTRUP, Marianne",Women,Silver
,"DEVONISH, Arnaldo",Men,Bronze
,"FERREIRA DA SILVA, Adhemar",Men,Gold
,"SHCHERBAKOV, Leonid",Men,Silver
,"ACOSTA Y LARA, Martin",Men,Bronze
,"BALINO, Enrique",Men,Bronze
,"CIESLINSKAS, Victorio",Men,Bronze
,"COSTA, Hector J.",Men,Bronze
,"DEMARCO, Nelson",Men,Bronze
,"GARCIA OTERO, Hector",Men,Bronze
,"LARRE BORGES, Tabare",Men,Bronze
,"LOMBARDO, Adesio",Men,Bronze
,"LOVERA, Roberto",Men,Bronze
,"MATTO, Sergio A.",Men,Bronze
,"PELAEZ, Wilfredo",Men,Bronze
,"ROSSELLO, Carlos",Men,Bronze
,"BONTEMPS, Ronald Yngve",Men,Gold
,"FRIEBERGER, Marcus Ross",Men,Gold
,"GLASGOW, Victor Wayne",Men,Gold
,"HOAG, Charles Monroe",Men,Gold
,"HOUGLAND, William Marion",Men,Gold
,"KELLER, John Frederick",Men,Gold
,"KELLEY, Melvin Dean",Men,Gold
,"KENNEY, Robert Earl",Men,Gold
,"KURLAND, Robert Albert",Men,Gold
,"LIENHARD, William Barner",Men,Gold
,"LOVELETTE, Clyde Edward",Men,Gold
,"MCCABE, Frank Reilly",Men,Gold
,"PIPPIN, Daniel Luther",Men,Gold
,"WILLIAMS, Howard Earl",Men,Gold
,"BUTAUTAS, Stiapas",Men,Silver
,"DZHORDZHIKIYA, Nodar",Men,Silver
,"KONYEV, Anatoli",Men,Silver
,"KORKIYA, Otar Mikhailovich",Men,Silver
,"KRUUS, Heino",Men,Silver
,"KULLAM, Ilmar",Men,Silver
,"LAGUNAVICHUS, Justinas",Men,Silver
,"LYSOV, Iogan Fedorovich",Men,Silver
,"MOISEEV, Aleksandr",Men,Silver
,"OZEROV, Yuri",Men,Silver
,"PETKYAVICHUS, Kasis",Men,Silver
,"STONKUS, Stasis",Men,Silver
,"VALDMANIS, Maigonis",Men,Silver
,"VLASOV, Viktor",Men,Silver
,"BULAKOV, Anatoli",Men,Bronze
,"TOWEEL, William Michael",Men,Bronze
,"BROOKS, Nathan Eugene",Men,Gold
,"BASEL, Edgar",Men,Silver
,"KOSKI, Ilkka Rickhard",Men,Bronze
,"NIEMAN, Andries C.",Men,Bronze
,"SANDERS, Hayes Edward",Men,Gold
,"JOHANSSON, Ingemar (Ingo)",Men,Silver
,"GARBUZOV, Gennadi",Men,Bronze
,"KANG, Joon-Ho",Men,Bronze
,"HÄMÄLÄINEN, Pentti Olavi",Men,Gold
,"MCNALLY, John",Men,Silver
,"LEISCHING, Leonard John",Men,Bronze
,"VENTAJA, Joseph",Men,Bronze
,"ZACHARA, Jan",Men,Gold
,"CAPRARI, Sergio",Men,Silver
,"FIAT, Gheorghe",Men,Bronze
,"PAKKANEN, Erkki Osvald",Men,Bronze
,"BOLOGNESI, Aureliano",Men,Gold
,"ANTKIEWICZ, Aleksy",Men,Silver
,"MALLENIUS, Erkki Aarno",Men,Bronze
,"VISINTIN, Bruno",Men,Bronze
,"ADKINS, Charles",Men,Gold
,"MEDNOV, Viktor",Men,Silver
,"HEIDEMANN, Günther",Men,Bronze
,"JÖRGENSEN, Viktor",Men,Bronze
,"CHYCHLA, Zygmunt",Men,Gold
,"SHCHERBAKOV, Sergei",Men,Silver
,"HERRERA, Eladio Oscar",Men,Bronze
,"TISHIN, Boris",Men,Bronze
,"PAPP, Laszlo",Men,Gold
,"VAN SCHALKWYK, Theunis Jacobus",Men,Silver
,"NIKOLOV, Boris Georgiev",Men,Bronze
,"SJÖLIN, Stig",Men,Bronze
,"PATTERSON, Floyd",Men,Gold
,"TITA, Vasile",Men,Silver
,"PEROV, Anatoli",Men,Bronze
,"SILJANDER, Harri Walfrid",Men,Bronze
,"LEE, Norvel Lafayette Ray",Men,Gold
,"PACENZA, Antonio",Men,Silver
,"JINDRA, Alfred",Men,Bronze
,"HAVENS, Frank",Men,Gold
,"NOVAK, Gabor",Men,Silver
,"OJANPERA, Arvo Kaarlo Olavi",Men,Bronze
,"HOLECEK, Josef",Men,Gold
,"PARTI, Janos",Men,Silver
,"DREWS, Egon",Men,Bronze
,"SOLTAU, Wilfried",Men,Bronze
,"LAUDET, Jean",Men,Gold
,"TURLIER, Georges",Men,Gold
,"HAWGOOD, Donald Trevor",Men,Silver
,"LANE, Kenneth Ralph",Men,Silver
,"DREWS, Egon",Men,Bronze
,"SOLTAU, Wilfried",Men,Bronze
,"HAUNSTOFT, Finn",Men,Gold
,"RASCH, Bent Peder Benjamin",Men,Gold
,"BRZAK-FELIX, Jan",Men,Silver
,"KUDRNA, Bohumil",Men,Silver
,"SCHEUER, Michael",Men,Bronze
,"STRÖMBERG, Thorvald Lennart",Men,Gold
,"FREDRIKSSON, Gert",Men,Silver
,"GANTOIS, Louis",Men,Bronze
,"FREDRIKSSON, Gert",Men,Gold
,"STRÖMBERG, Thorvald Lennart",Men,Silver
,"SAVINA, Nina",Women,Bronze
,"SAIMO, Sylvi Riitta",Women,Gold
,"LIEBHART, Gertrude",Women,Silver
,"GUROVICS, Jozsef",Men,Bronze
,"VARGA, Ferenc",Men,Bronze
,"HIETANEN, Yrjö Jalmari",Men,Gold
,"WIRES, Kurt Oskar",Men,Gold
,"AKERLUND, Gunnar",Men,Silver
,"WETTERSTRÖM, Hans",Men,Silver
,"RAUB, Maximilian",Men,Bronze
,"WIEDERMANN, Herbert",Men,Bronze
,"HIETANEN, Yrjö Jalmari",Men,Gold
,"WIRES, Kurt Oskar",Men,Gold
,"GLASSER, Lars",Men,Silver
,"HEDBERG, Ingemar",Men,Silver
,"ZIEGLER, Edwin (Edy)",Men,Bronze
,"NOYELLE, Andre Alfons",Men,Gold
,"GRONDELAERS, Robert",Men,Silver
,"ANQUETIL, Jacques",Men,Bronze
,"ROUER, Claude Paul Lucien",Men,Bronze
,"TONELLO, Alfred",Men,Bronze
,"GRONDELAERS, Robert",Men,Gold
,"NOYELLE, Andre Alfons",Men,Gold
,"VICTOR, Lucien Honore",Men,Gold
,"BRUNI, Dino",Men,Silver
,"GHIDINI, Gianni",Men,Silver
,"ZUCCONELLI, Vincenzo",Men,Silver
,"ROBINSON, Raymond Leonard",Men,Bronze
,"MOCKRIDGE, Russell",Men,Gold
,"MORETTINI, Marino",Men,Silver
,"MASPES, Antonio",Men,Bronze
,"PINARELLO, Cesare",Men,Bronze
,"COX, Lionel",Men,Gold
,"MOCKRIDGE, Russell",Men,Gold
,"ROBINSON, Raymond Leonard",Men,Silver
,"SHARDELOW, Thomas Frederick",Men,Silver
,"POTZERNHEIM, Werner",Men,Bronze
,"SACCHI, Enzo",Men,Gold
,"COX, Lionel",Men,Silver
,"BURGESS, Donald Christopher",Men,Bronze
,"NEWBERRY, George Albert",Men,Bronze
,"NEWTON, Alan",Men,Bronze
,"STRETTON, Ronald Charles",Men,Bronze
,"CAMPANA, Loris",Men,Gold
,"DE ROSSI, Mino",Men,Gold
,"MESSINA, Guido",Men,Gold
,"MORETTINI, Marino",Men,Gold
,"ESTMAN, George",Men,Silver
,"FOWLER, Robert Gerald",Men,Silver
,"SHARDELOW, Thomas Frederick",Men,Silver
,"SWIFT, Alfred James",Men,Silver
,"JOUSSEAUME, Andre Rene",Men,Bronze
,"SAINT CYR, Henri",Men,Gold
,"HARTEL, Lis",Women,Silver
,"POLLAY, Heinz",Men,Bronze
,"THIEDEMANN, Fritz",Men,Bronze
,"BOLTENSTERN JR., Gustaf Adolf",Men,Gold
,"PERSSON, Gehnäll",Men,Gold
,"SAINT CYR, Henri",Men,Gold
,"CHAMMARTIN, Henri",Men,Silver
,"FISCHER, Gustav",Men,Silver
,"TRACHSEL, Gottfried",Men,Silver
,"VON NAGEL, Ida",Women,Bronze
,"BÜSING, Wilhelm ""Willy""",Men,Bronze
,"VON BLIXEN FINECKE JR., Hans",Men,Gold
,"LEFRANT, Guy Robert Marie",Men,Silver
,"HOUGH, Charles Gordon Jr.",Men,Bronze
,"STALEY, Walter Goodwin Jr.",Men,Bronze
,"WOFFORD, John Edwin Brown",Men,Bronze
,"FRÖLEN, Folke",Men,Gold
,"STAHRE, Olof",Men,Gold
,"VON BLIXEN FINECKE JR., Hans",Men,Gold
,"BÜSING, Wilhelm ""Willy""",Men,Silver
,"ROTHE, Otto",Men,Silver
,"WAGNER, Klaus",Men,Silver
,"THIEDEMANN, Fritz",Men,Bronze
,"JONQUERES D'ORIOLA, Pierre",Men,Gold
,"CRISTI-GALLO, Oscar",Men,Silver
,"MCCASHIN, Arthur Johan",Men,Bronze
,"RUSSELL, John William",Men,Bronze
,"STEINKRAUS, William Clark",Men,Bronze
,"LLEWELLYN, Harry Morton",Men,Gold
,"STEWART, Douglas Norman",Men,Gold
,"WHITE, Wilfred Harry",Men,Gold
,"CRISTI-GALLO, Oscar",Men,Silver
,"ECHEVERRIA, Ricardo",Men,Silver
,"MENDOZA, Cesar",Men,Silver
,"ZAPPELLI, Oswald",Men,Bronze
,"MANGIAROTTI, Edoardo",Men,Gold
,"MANGIAROTTI, Dario",Men,Silver
,"BARTH, Paul",Men,Bronze
,"FITTING, Willy",Men,Bronze
,"MEISTER, Paul",Men,Bronze
,"RÜFENACHT, Otto",Men,Bronze
,"VALOTA, Mario",Men,Bronze
,"ZAPPELLI, Oswald",Men,Bronze
,"BATTAGLIA, Roberto",Men,Gold
,"BERTINETTI, Franco",Men,Gold
,"DELFINO, Giuseppe",Men,Gold
,"MANGIAROTTI, Dario",Men,Gold
,"MANGIAROTTI, Edoardo",Men,Gold
,"PAVESI, Carlo",Men,Gold
,"CARLESON, Per Hjalmar",Men,Silver
,"FAHLMAN, Sven",Men,Silver
,"FORSSELL, Carl",Men,Silver
,"LJUNGQUIST, Bengt",Men,Silver
,"MAGNUSSON, Lennart",Men,Silver
,"REHBINDER, Berndt-Otto",Men,Silver
,"DI ROSA, Manlio",Men,Bronze
,"D'ORIOLA, Christian",Men,Gold
,"MANGIAROTTI, Edoardo",Men,Silver
,"LACHMANN, Karen Vilhelmine",Women,Bronze
,"CAMBER, Irene",Women,Gold
,"ELEK, Ilona",Women,Silver
,"BERCZELLY, Tibor",Men,Bronze
,"GEREVICH, Aladar",Men,Bronze
,"MASZLAY, Lajos",Men,Bronze
,"PALOCZ, Endre",Men,Bronze
,"SAKOVICS, Jozsef",Men,Bronze
,"TILLI, Endre",Men,Bronze
,"BUHAN, Jehan",Men,Gold
,"D'ORIOLA, Christian",Men,Gold
,"LATASTE, Jacques",Men,Gold
,"NETTER, Claude",Men,Gold
,"NOËL, Jacques",Men,Gold
,"ROMMEL, Adrien",Men,Gold
,"BERGAMINI, Giancarlo",Men,Silver
,"DI ROSA, Manlio",Men,Silver
,"MANGIAROTTI, Edoardo",Men,Silver
,"NOSTINI, Renzo",Men,Silver
,"PELLINI, Giorgio",Men,Silver
,"SPALLINO, Antonio",Men,Silver
,"BERCZELLY, Tibor",Men,Bronze
,"KOVACS, Pal Adam",Men,Gold
,"GEREVICH, Aladar",Men,Silver
,"LAROYENNE, Jean",Men,Bronze
,"LEFEVRE, Jacques",Men,Bronze
,"LEVAVASSEUR, Jean",Men,Bronze
,"MOREL, Bernard",Men,Bronze
,"PIOT, Maurice",Men,Bronze
,"TOURNON, Jean Francois",Men,Bronze
,"BERCZELLY, Tibor",Men,Gold
,"GEREVICH, Aladar",Men,Gold
,"KARPATI, Rudolf",Men,Gold
,"KOVACS, Pal Adam",Men,Gold
,"PAPP, Bertalan",Men,Gold
,"RAJCSANYI, Laszlo",Men,Gold
,"DARE, Gastone",Men,Silver
,"FERRARI, Roberto",Men,Silver
,"NOSTINI, Renzo",Men,Silver
,"PELLINI, Giorgio",Men,Silver
,"PINTON, Vincenzo",Men,Silver
,"RACCA, Mauro",Men,Silver
,"AHLUND, Olof ""Olle""",Men,Bronze
,"BENGTSSON, Sylve",Men,Bronze
,"BRODD, Yngve",Men,Bronze
,"GUSTAVSSON, Bengt",Men,Bronze
,"HANSSON, Holger",Men,Bronze
,"LINDH, Gösta Lennart",Men,Bronze
,"LÖFGREN, Gösta",Men,Bronze
,"NILSSON, Erik",Men,Bronze
,"RYDELL, Ingvar",Men,Bronze
,"SAMUELSSON, Lennart",Men,Bronze
,"SANDBERG, Gösta",Men,Bronze
,"SVENSSON, Karl",Men,Bronze
,"BOZSIK, Jozsef",Men,Gold
,"BUDAI, Laszlo",Men,Gold
,"BUZANSZKY, Jenö",Men,Gold
,"CSORDAS, Lajos",Men,Gold
,"CZIBOR, Zoltan",Men,Gold
,"DALNOKI, Jenö",Men,Gold
,"GROSICS, Gyula",Men,Gold
,"HIDEGKUTI, Nandor",Men,Gold
,"KOCSIS, Sandor",Men,Gold
,"KOVACS, Imre",Men,Gold
,"LANTOS, Mihaly",Men,Gold
,"LORANT, Gyula",Men,Gold
,"PALOTAS, Peter",Men,Gold
,"PUSKAS, Ferenc",Men,Gold
,"ZAKARIAS, Jozsef",Men,Gold
,"BEARA, Vladimir",Men,Silver
,"BOBEK, Stjepan",Men,Silver
,"BOSKOV, Vujadin",Men,Silver
,"CAJKOVSKI, Zlatko",Men,Silver
,"CRNKOVIC, Tomislav",Men,Silver
,"HORVAT, Ivan",Men,Silver
,"MITIC, Rajko",Men,Silver
,"OGNJANOV, Tihomir",Men,Silver
,"STANKOVIC, Branislav",Men,Silver
,"VUKAS, Bernard",Men,Silver
,"ZEBEC, Branko",Men,Silver
,"KORONDI, Margit",Women,Bronze
,"BOCHAROVA, Nina",Women,Gold
,"GOROKHOVSKAYA, Mariya",Women,Silver
,"THORESSON, William",Men,Gold
,"JOKIEL, Jerzy",Men,Silver
,"UESAKO, Tadao",Men,Silver
,"KORONDI, Margit",Women,Bronze
,"KELETI, Agnes",Women,Gold
,"GOROKHOVSKAYA, Mariya",Women,Silver
,"GÜNTHARD, Jakob (Jack)",Men,Gold
,"SCHWARZMANN, Karl-Alfred",Men,Silver
,"STALDER, Josef",Men,Silver
,"STALDER, Josef",Men,Bronze
,"CHUKARIN, Viktor Ivanovich",Men,Gold
,"SHAGINYAN, Grant",Men,Silver
,"KORONDI, Margit",Women,Bronze
,"GOROKHOVSKAYA, Mariya",Women,Gold
,"BOCHAROVA, Nina",Women,Silver
,"STALDER, Josef",Men,Bronze
,"EUGSTER, Hans",Men,Gold
,"CHUKARIN, Viktor Ivanovich",Men,Silver
,"CHUKARIN, Viktor Ivanovich",Men,Gold
,"KOROLKOV, Yevgeni",Men,Silver
,"SHAGINYAN, Grant",Men,Silver
,"EUGSTER, Hans",Men,Bronze
,"LEONKIN, Dmitri",Men,Bronze
,"SHAGINYAN, Grant",Men,Gold
,"CHUKARIN, Viktor Ivanovich",Men,Silver
,"AALTONEN, Paavo Johannes",Men,Bronze
,"LAITINEN, Kalevi Johannes",Men,Bronze
,"LAPPALAINEN, Onni Armas",Men,Bronze
,"LEMPINEN, Kaino Johannes",Men,Bronze
,"LINDFORS, Berndt Torbjörn",Men,Bronze
,"ROVE, Olavi Antero",Men,Bronze
,"SAVOLAINEN, Heikki",Men,Bronze
,"VISKARI, Kalevi",Men,Bronze
,"BELYAKOV, Vladimir",Men,Gold
,"BERDIEV, Iosif",Men,Gold
,"CHUKARIN, Viktor Ivanovich",Men,Gold
,"KOROLKOV, Yevgeni",Men,Gold
,"LEONKIN, Dmitri",Men,Gold
,"MURATOV, Valentin",Men,Gold
,"PERELMAN, Mikhail",Men,Gold
,"SHAGINYAN, Grant",Men,Gold
,"EUGSTER, Hans",Men,Silver
,"FIVIAN, Ernst",Men,Silver
,"GEBENDINGER, Ernst",Men,Silver
,"GÜNTHARD, Jakob (Jack)",Men,Silver
,"SCHWARZENTRUBER, Johannes (Hans)",Men,Silver
,"STALDER, Josef",Men,Silver
,"THALMANN, Melchior",Men,Silver
,"TSCHABOLD, Jean Louis",Men,Silver
,"BOBKOVA-MAREJKOVA, Hana",Women,Bronze
,"CHADIMOVA, Alena",Women,Bronze
,"RABASOVA, Jana",Women,Bronze
,"REICHOVA, Alena",Women,Bronze
,"SINOVA-MATOUSKOVA, Matylda",Women,Bronze
,"SRNCOVA, Bozena",Women,Bronze
,"VANCUROVA-DRAZDIKOVA, Vera",Women,Bronze
,"VECHTOVA-BOSAKOVA, Eva",Women,Bronze
,"BOCHAROVA, Nina",Women,Gold
,"DANILOVA, Pelageya",Women,Gold
,"DZUGELI, Medeya",Women,Gold
,"GOROKHOVSKAYA, Mariya",Women,Gold
,"KALINCHUK, Ekaterina",Women,Gold
,"MINAICHEVA, Galina",Women,Gold
,"SHAMRAI, Galina",Women,Gold
,"URBANOVICH, Galina",Women,Gold
,"BODO-MOLNAR, Andrea",Women,Silver
,"DARUHAZI, Laszlone",Women,Silver
,"GULYAS, Karolyne",Women,Silver
