NOME;PAIS_ORIGEM;GENERO;PREPARADOR FISICO;TECNICO;;;;;;;
TAYLOR, Jack George Neil;USA;Men;;;;;;;;;
OYAKAWA, Yoshinobu;USA;Men;;;;;;;;;
BOZON, Gilbert;FRA;Men;;;;;;;;;
STEWART, Jean;NZL;Women;;;;;;;;;
HARRISON, Joan Cynthia;RSA;Women;;;;;;;;;
WIELEMA, Geertje;NED;Women;;;;;;;;;
LARSSON, G??ran;SWE;Men;;;;;;;;;
SCHOLES, Clark Currie;USA;Men;;;;;;;;;
SUZUKI, Hiroshi;JPN;Men;;;;;;;;;
TEMES, Judith;HUN;Women;;;;;;;;;
SZÖKE, Katalin;HUN;Women;;;;;;;;;
OKAMOTO, Tetsuo;BRA;Men;;;;;;;;;
KONNO, Ford Hiroshi;USA;Men;;;;;;;;;
HASHIZUME, Shiro;JPN;Men;;;;;;;;;
KLEIN, Herbert;GER;Men;;;;;;;;;
DAVIES, John Griffith;AUS;Men;;;;;;;;;
STASSFORTH, Bowen Dow;USA;Men;;;;;;;;;
GORDON-MCKAY, Helen Orr;GBR;Women;;;;;;;;;
SZEKELY, Eva;HUN;Women;;;;;;;;;
ÖSTRAND, Per-Olof;SWE;Men;;;;;;;;;
BOITEUX, Jean;FRA;Men;;;;;;;;;
KAWAMOTO, Evelyn Tokue;USA;Women;;;;;;;;;
GYENGE, Valeria;HUN;Women;;;;;;;;;
ALDERSON-ROSAZZA, Joan Ann;USA;Women;;;;;;;;;
LA VINE, Jacqueline Carol;USA;Women;;;;;;;;;
STEPAN, Mary Louise;USA;Women;;;;;;;;;
NOVAK, Ilona;HUN;Women;;;;;;;;;
VAN VOORN, Cornelia (Koosje);NED;Women;;;;;;;;;
EMINENTE, Aldo;FRA;Men;;;;;;;;;
MOORE, Wayne Richard;USA;Men;;;;;;;;;
WOOLSEY, William Tripp;USA;Men;;;;;;;;;
GOTO, Toru;JPN;Men;;;;;;;;;
HAMAGUCHI, Yoshihiro;JPN;Men;;;;;;;;;
TANIKAWA, Teijiro;JPN;Men;;;;;;;;;
CECCARINI, Lucio;ITA;Men;;;;;;;;;
DE SANZUANE, Renato;ITA;Men;;;;;;;;;
GAMBINO, Raffaello;ITA;Men;;;;;;;;;
GIONTA, Salvatore;ITA;Men;;;;;;;;;
MANNELLI, Maurizio;ITA;Men;;;;;;;;;
PERETTI, Carlo;ITA;Men;;;;;;;;;
POLITO, Vincenzo;ITA;Men;;;;;;;;;
TRAIOLA, Renato;ITA;Men;;;;;;;;;
ANTAL, Robert;HUN;Men;;;;;;;;;
BOLVARI, Antal;HUN;Men;;;;;;;;;
HASZNOS, Istvan;HUN;Men;;;;;;;;;
KARPATI, Gy??rgy;HUN;Men;;;;;;;;;
MARKOVICS, Kalman;HUN;Men;;;;;;;;;
MARTIN, Miklos;HUN;Men;;;;;;;;;
VIZVARI, Gy??rgy;HUN;Men;;;;;;;;;
BAKASUN, Veljko;YUG;Men;;;;;;;;;
BRAINOVIC, Marko;YUG;Men;;;;;;;;;
IVKOVIC, Vladimir;YUG;Men;;;;;;;;;
JEZIC, Zdravko;YUG;Men;;;;;;;;;
KOVACIC, Zdravko;YUG;Men;;;;;;;;;
KURTINI, Ivo;YUG;Men;;;;;;;;;
RADONIC, Lovro;YUG;Men;;;;;;;;;
STAKULA, Ivo;YUG;Men;;;;;;;;;
VUKSANOVIC, Bosko;YUG;Men;;;;;;;;;
ANUFRIYEV, Aleksandr;URS;Men;;;;;;;;;
JUNK, Bruno;URS;Men;;;;;;;;;
BAILEY, Emmanuel Mcdonald;GBR;Men;;;;;;;;;
REMIGINO, Lindy;USA;Men;;;;;;;;;
JACKSON, Marjorie;AUS;Women;;;;;;;;;
ROBB-HASENJÄGER, Daphne Lilian Evelyn;RSA;Women;;;;;;;;;
BARNARD, Arthur;USA;Men;;;;;;;;;
DAVIS, Jack;USA;Men;;;;;;;;;
LUEG, Werner;GER;Men;;;;;;;;;
BARTHEL, Joseph;LUX;Men;;;;;;;;;
MCMILLEN, Robert;USA;Men;;;;;;;;;
GATHERS, James;USA;Men;;;;;;;;;
STANFIELD, Andrew William;USA;Men;;;;;;;;;
BAKER, Walter Thane;USA;Men;;;;;;;;;
KHNYKINA-DVALISHVILI, Nadezhda;URS;Women;;;;;;;;;
BROUWER, Bertha;NED;Women;;;;;;;;;
DISLEY, John Ivor;GBR;Men;;;;;;;;;
ASHENFELTER, Horace III;USA;Men;;;;;;;;;
KAZANTSEV, Vladimir;URS;Men;;;;;;;;;
MATSON, Oliver Adrian;USA;Men;;;;;;;;;
RHODEN, Vincent George;JAM;Men;;;;;;;;;
HOLLAND, John Macfarlane;NZL;Men;;;;;;;;;
MOORE, Charles Hewes Jr.;USA;Men;;;;;;;;;
LITUEV, Yuri;URS;Men;;;;;;;;;
CSANYI, Gy??rgy;HUN;Men;;;;;;;;;
GOLDOVANYI, Bela;HUN;Men;;;;;;;;;
VARASDI, Geza;HUN;Men;;;;;;;;;
ZARANDI, Laszlo;HUN;Men;;;;;;;;;
SMITH, Finis Dean;USA;Men;;;;;;;;;
KALYAEV, Lev;URS;Men;;;;;;;;;
SANADZE, Levan;URS;Men;;;;;;;;;
SUKHAREV, Vladimir;URS;Men;;;;;;;;;
TOKAREV, Boris;URS;Men;;;;;;;;;
ARMITAGE, Heather Joy;GBR;Women;;;;;;;;;
CHEESEMAN, Sylvia;GBR;Women;;;;;;;;;
DESFORGES, Jean Catherine;GBR;Women;;;;;;;;;
FOULDS-PAUL, June Florence;GBR;Women;;;;;;;;;
FAGGS, Mae Heriwentha;USA;Women;;;;;;;;;
HARDY, Catherine;USA;Women;;;;;;;;;
JONES, Barbara Pearl;USA;Women;;;;;;;;;
MOREAU, Janet Theresa;USA;Women;;;;;;;;;
KLEIN, Helga;GER;Women;;;;;;;;;
KNAB, Ulla;GER;Women;;;;;;;;;
PETERSEN-KALLENSEE, Marga;GER;Women;;;;;;;;;
SANDER-DOMAGELLA, Maria;GER;Women;;;;;;;;;
GEISTER, Hans;GER;Men;;;;;;;;;
HAAS, Karl-Friedrich;GER;Men;;;;;;;;;
STEINES, G??nther;GER;Men;;;;;;;;;
ULZHEIMER, Heinz;GER;Men;;;;;;;;;
LAING, Leslie;JAM;Men;;;;;;;;;
COLE, Gerrard Eugene;USA;Men;;;;;;;;;
SCHADE, Herbert;GER;Men;;;;;;;;;
ROKA, Antal;HUN;Men;;;;;;;;;
DORDONI, Giuseppe;ITA;Men;;;;;;;;;
DOLEZAL, Josef;TCH;Men;;;;;;;;;
GOLUBNICHAYA, Mariya;URS;Women;;;;;;;;;
CAMPBELL, Milton Gray;USA;Men;;;;;;;;;
DILLION, James Leo;USA;Men;;;;;;;;;
INESS, Simeon Garland;USA;Men;;;;;;;;;
DUMBADZE, Nina;URS;Women;;;;;;;;;
ROMASHKOVA-PONOMAREVA, Nina;URS;Women;;;;;;;;;
BAGRYANTSEVA, Elizaveta;URS;Women;;;;;;;;;
CSERMAK, Jozsef;HUN;Men;;;;;;;;;
STORCH, Karl;GER;Men;;;;;;;;;
TELLES DA CONCEICAO, Jose;BRA;Men;;;;;;;;;
DAVIS, Walter Francis;USA;Men;;;;;;;;;
WIESNER, Kenneth George;USA;Men;;;;;;;;;
CHUDINA, Aleksandra;URS;Women;;;;;;;;;
BRAND, Esther Cornelia;RSA;Women;;;;;;;;;
LERWILL, Sheila;GBR;Women;;;;;;;;;
HYYTIÄINEN, Toivo Armas;FIN;Men;;;;;;;;;
YOUNG, Cyrus C. Jr.;USA;Men;;;;;;;;;
MILLER, William Preston;USA;Men;;;;;;;;;
GORCHAKOVA, Elena;URS;Women;;;;;;;;;
INGROVA-ZATOPKOVA, Dana;TCH;Women;;;;;;;;;
FÖLDESSY, Ödön;HUN;Men;;;;;;;;;
BIFFLE, Jerome Cousins;USA;Men;;;;;;;;;
GOURDINE, Meredith Charles;USA;Men;;;;;;;;;
CAWLEY, Shirley;GBR;Women;;;;;;;;;
WILLIAMS, Yvette Winefred;NZL;Women;;;;;;;;;
JANSSON, Gustaf;SWE;Men;;;;;;;;;
GORNO, Reinaldo;ARG;Men;;;;;;;;;
LUNDBERG, Ragnar;SWE;Men;;;;;;;;;
LAZ, Donald Robert;USA;Men;;;;;;;;;
O, William Patrick Jr.;USA;Men;;;;;;;;;
HOOPER, Darrow Clarence;USA;Men;;;;;;;;;
TOCHENOVA, Klavdiya;URS;Women;;;;;;;;;
ZYBINA, Galina;URS;Women;;;;;;;;;
WERNER-SCHULZE-ENTRUP, Marianne;GER;Women;;;;;;;;;
DEVONISH, Arnaldo;VEN;Men;;;;;;;;;
FERREIRA DA SILVA, Adhemar;BRA;Men;;;;;;;;;
SHCHERBAKOV, Leonid;URS;Men;;;;;;;;;
ACOSTA Y LARA, Martin;URU;Men;;;;;;;;;
BALINO, Enrique;URU;Men;;;;;;;;;
CIESLINSKAS, Victorio;URU;Men;;;;;;;;;
COSTA, Hector J.;URU;Men;;;;;;;;;
DEMARCO, Nelson;URU;Men;;;;;;;;;
GARCIA OTERO, Hector;URU;Men;;;;;;;;;
LARRE BORGES, Tabare;URU;Men;;;;;;;;;
LOMBARDO, Adesio;URU;Men;;;;;;;;;
LOVERA, Roberto;URU;Men;;;;;;;;;
MATTO, Sergio A.;URU;Men;;;;;;;;;
PELAEZ, Wilfredo;URU;Men;;;;;;;;;
ROSSELLO, Carlos;URU;Men;;;;;;;;;
BONTEMPS, Ronald Yngve;USA;Men;;;;;;;;;
FRIEBERGER, Marcus Ross;USA;Men;;;;;;;;;
GLASGOW, Victor Wayne;USA;Men;;;;;;;;;
HOAG, Charles Monroe;USA;Men;;;;;;;;;
HOUGLAND, William Marion;USA;Men;;;;;;;;;
KELLER, John Frederick;USA;Men;;;;;;;;;
KELLEY, Melvin Dean;USA;Men;;;;;;;;;
KENNEY, Robert Earl;USA;Men;;;;;;;;;
LIENHARD, William Barner;USA;Men;;;;;;;;;
LOVELETTE, Clyde Edward;USA;Men;;;;;;;;;
MCCABE, Frank Reilly;USA;Men;;;;;;;;;
PIPPIN, Daniel Luther;USA;Men;;;;;;;;;
WILLIAMS, Howard Earl;USA;Men;;;;;;;;;
BUTAUTAS, Stiapas;URS;Men;;;;;;;;;
DZHORDZHIKIYA, Nodar;URS;Men;;;;;;;;;
KONYEV, Anatoli;URS;Men;;;;;;;;;
KORKIYA, Otar Mikhailovich;URS;Men;;;;;;;;;
KRUUS, Heino;URS;Men;;;;;;;;;
KULLAM, Ilmar;URS;Men;;;;;;;;;
LAGUNAVICHUS, Justinas;URS;Men;;;;;;;;;
LYSOV, Iogan Fedorovich;URS;Men;;;;;;;;;
MOISEEV, Aleksandr;URS;Men;;;;;;;;;
OZEROV, Yuri;URS;Men;;;;;;;;;
PETKYAVICHUS, Kasis;URS;Men;;;;;;;;;
STONKUS, Stasis;URS;Men;;;;;;;;;
VALDMANIS, Maigonis;URS;Men;;;;;;;;;
VLASOV, Viktor;URS;Men;;;;;;;;;
BULAKOV, Anatoli;URS;Men;;;;;;;;;
TOWEEL, William Michael;RSA;Men;;;;;;;;;
BROOKS, Nathan Eugene;USA;Men;;;;;;;;;
BASEL, Edgar;GER;Men;;;;;;;;;
KOSKI, Ilkka Rickhard;FIN;Men;;;;;;;;;
NIEMAN, Andries C.;RSA;Men;;;;;;;;;
SANDERS, Hayes Edward;USA;Men;;;;;;;;;
JOHANSSON, Ingemar (Ingo);SWE;Men;;;;;;;;;
GARBUZOV, Gennadi;URS;Men;;;;;;;;;
KANG, Joon-Ho;KOR;Men;;;;;;;;;
HÄMÄLÄINEN, Pentti Olavi;FIN;Men;;;;;;;;;
MCNALLY, John;IRL;Men;;;;;;;;;
LEISCHING, Leonard John;RSA;Men;;;;;;;;;
VENTAJA, Joseph;FRA;Men;;;;;;;;;
ZACHARA, Jan;TCH;Men;;;;;;;;;
CAPRARI, Sergio;ITA;Men;;;;;;;;;
FIAT, Gheorghe;ROU;Men;;;;;;;;;
PAKKANEN, Erkki Osvald;FIN;Men;;;;;;;;;
BOLOGNESI, Aureliano;ITA;Men;;;;;;;;;
MALLENIUS, Erkki Aarno;FIN;Men;;;;;;;;;
VISINTIN, Bruno;ITA;Men;;;;;;;;;
ADKINS, Charles;USA;Men;;;;;;;;;
MEDNOV, Viktor;URS;Men;;;;;;;;;
HEIDEMANN, G??nther;GER;Men;;;;;;;;;
JÖRGENSEN, Viktor;DEN;Men;;;;;;;;;
CHYCHLA, Zygmunt;POL;Men;;;;;;;;;
SHCHERBAKOV, Sergei;URS;Men;;;;;;;;;
HERRERA, Eladio Oscar;ARG;Men;;;;;;;;;
TISHIN, Boris;URS;Men;;;;;;;;;
VAN SCHALKWYK, Theunis Jacobus;RSA;Men;;;;;;;;;
NIKOLOV, Boris Georgiev;BUL;Men;;;;;;;;;
SJÖLIN, Stig;SWE;Men;;;;;;;;;
PATTERSON, Floyd;USA;Men;;;;;;;;;
TITA, Vasile;ROU;Men;;;;;;;;;
PEROV, Anatoli;URS;Men;;;;;;;;;
SILJANDER, Harri Walfrid;FIN;Men;;;;;;;;;
LEE, Norvel Lafayette Ray;USA;Men;;;;;;;;;
PACENZA, Antonio;ARG;Men;;;;;;;;;
JINDRA, Alfred;TCH;Men;;;;;;;;;
NOVAK, Gabor;HUN;Men;;;;;;;;;
OJANPERA, Arvo Kaarlo Olavi;FIN;Men;;;;;;;;;
PARTI, Janos;HUN;Men;;;;;;;;;
DREWS, Egon;GER;Men;;;;;;;;;
SOLTAU, Wilfried;GER;Men;;;;;;;;;
LAUDET, Jean;FRA;Men;;;;;;;;;
TURLIER, Georges;FRA;Men;;;;;;;;;
HAWGOOD, Donald Trevor;CAN;Men;;;;;;;;;
LANE, Kenneth Ralph;CAN;Men;;;;;;;;;
HAUNSTOFT, Finn;DEN;Men;;;;;;;;;
RASCH, Bent Peder Benjamin;DEN;Men;;;;;;;;;
SCHEUER, Michael;GER;Men;;;;;;;;;
STRÖMBERG, Thorvald Lennart;FIN;Men;;;;;;;;;
GANTOIS, Louis;FRA;Men;;;;;;;;;
SAVINA, Nina;URS;Women;;;;;;;;;
SAIMO, Sylvi Riitta;FIN;Women;;;;;;;;;
LIEBHART, Gertrude;AUT;Women;;;;;;;;;
GUROVICS, Jozsef;HUN;Men;;;;;;;;;
VARGA, Ferenc;HUN;Men;;;;;;;;;
HIETANEN, Yrj?? Jalmari;FIN;Men;;;;;;;;;
RAUB, Maximilian;AUT;Men;;;;;;;;;
WIEDERMANN, Herbert;AUT;Men;;;;;;;;;
GLASSER, Lars;SWE;Men;;;;;;;;;
HEDBERG, Ingemar;SWE;Men;;;;;;;;;
ZIEGLER, Edwin (Edy);GER;Men;;;;;;;;;
NOYELLE, Andre Alfons;BEL;Men;;;;;;;;;
GRONDELAERS, Robert;BEL;Men;;;;;;;;;
ANQUETIL, Jacques;FRA;Men;;;;;;;;;
ROUER, Claude Paul Lucien;FRA;Men;;;;;;;;;
TONELLO, Alfred;FRA;Men;;;;;;;;;
VICTOR, Lucien Honore;BEL;Men;;;;;;;;;
BRUNI, Dino;ITA;Men;;;;;;;;;
GHIDINI, Gianni;ITA;Men;;;;;;;;;
ZUCCONELLI, Vincenzo;ITA;Men;;;;;;;;;
ROBINSON, Raymond Leonard;RSA;Men;;;;;;;;;
MOCKRIDGE, Russell;AUS;Men;;;;;;;;;
MORETTINI, Marino;ITA;Men;;;;;;;;;
MASPES, Antonio;ITA;Men;;;;;;;;;
PINARELLO, Cesare;ITA;Men;;;;;;;;;
COX, Lionel;AUS;Men;;;;;;;;;
SHARDELOW, Thomas Frederick;RSA;Men;;;;;;;;;
POTZERNHEIM, Werner;GER;Men;;;;;;;;;
SACCHI, Enzo;ITA;Men;;;;;;;;;
BURGESS, Donald Christopher;GBR;Men;;;;;;;;;
NEWBERRY, George Albert;GBR;Men;;;;;;;;;
NEWTON, Alan;GBR;Men;;;;;;;;;
STRETTON, Ronald Charles;GBR;Men;;;;;;;;;
CAMPANA, Loris;ITA;Men;;;;;;;;;
DE ROSSI, Mino;ITA;Men;;;;;;;;;
MESSINA, Guido;ITA;Men;;;;;;;;;
ESTMAN, George;RSA;Men;;;;;;;;;
FOWLER, Robert Gerald;RSA;Men;;;;;;;;;
SWIFT, Alfred James;RSA;Men;;;;;;;;;
SAINT CYR, Henri;SWE;Men;;;;;;;;;
HARTEL, Lis;DEN;Women;;;;;;;;;
THIEDEMANN, Fritz;GER;Men;;;;;;;;;
PERSSON, Gehn??ll;SWE;Men;;;;;;;;;
CHAMMARTIN, Henri;SUI;Men;;;;;;;;;
FISCHER, Gustav;SUI;Men;;;;;;;;;
TRACHSEL, Gottfried;SUI;Men;;;;;;;;;
VON NAGEL, Ida;GER;Women;;;;;;;;;
"BÜSING, Wilhelm ""Willy""";GER;Men;;;;;;;;;
VON BLIXEN FINECKE JR., Hans;SWE;Men;;;;;;;;;
LEFRANT, Guy Robert Marie;FRA;Men;;;;;;;;;
HOUGH, Charles Gordon Jr.;USA;Men;;;;;;;;;
STALEY, Walter Goodwin Jr.;USA;Men;;;;;;;;;
WOFFORD, John Edwin Brown;USA;Men;;;;;;;;;
FRÖLEN, Folke;SWE;Men;;;;;;;;;
ROTHE, Otto;GER;Men;;;;;;;;;
WAGNER, Klaus;GER;Men;;;;;;;;;
JONQUERES D'ORIOLA, Pierre;FRA;Men;;;;;;;;;
CRISTI-GALLO, Oscar;CHI;Men;;;;;;;;;
MCCASHIN, Arthur Johan;USA;Men;;;;;;;;;
RUSSELL, John William;USA;Men;;;;;;;;;
STEINKRAUS, William Clark;USA;Men;;;;;;;;;
STEWART, Douglas Norman;GBR;Men;;;;;;;;;
WHITE, Wilfred Harry;GBR;Men;;;;;;;;;
ECHEVERRIA, Ricardo;CHI;Men;;;;;;;;;
MENDOZA, Cesar;CHI;Men;;;;;;;;;
BARTH, Paul;SUI;Men;;;;;;;;;
FITTING, Willy;SUI;Men;;;;;;;;;
MEISTER, Paul;SUI;Men;;;;;;;;;
RÜFENACHT, Otto;SUI;Men;;;;;;;;;
VALOTA, Mario;SUI;Men;;;;;;;;;
BATTAGLIA, Roberto;ITA;Men;;;;;;;;;
BERTINETTI, Franco;ITA;Men;;;;;;;;;
DELFINO, Giuseppe;ITA;Men;;;;;;;;;
PAVESI, Carlo;ITA;Men;;;;;;;;;
FAHLMAN, Sven;SWE;Men;;;;;;;;;
MAGNUSSON, Lennart;SWE;Men;;;;;;;;;
REHBINDER, Berndt-Otto;SWE;Men;;;;;;;;;
CAMBER, Irene;ITA;Women;;;;;;;;;
PALOCZ, Endre;HUN;Men;;;;;;;;;
SAKOVICS, Jozsef;HUN;Men;;;;;;;;;
TILLI, Endre;HUN;Men;;;;;;;;;
NETTER, Claude;FRA;Men;;;;;;;;;
NOËL, Jacques;FRA;Men;;;;;;;;;
BERGAMINI, Giancarlo;ITA;Men;;;;;;;;;
SPALLINO, Antonio;ITA;Men;;;;;;;;;
LAROYENNE, Jean;FRA;Men;;;;;;;;;
LEFEVRE, Jacques;FRA;Men;;;;;;;;;
LEVAVASSEUR, Jean;FRA;Men;;;;;;;;;
MOREL, Bernard;FRA;Men;;;;;;;;;
PIOT, Maurice;FRA;Men;;;;;;;;;
TOURNON, Jean Francois;FRA;Men;;;;;;;;;
"AHLUND, Olof ""Olle""";SWE;Men;;;;;;;;;
BENGTSSON, Sylve;SWE;Men;;;;;;;;;
BRODD, Yngve;SWE;Men;;;;;;;;;
GUSTAVSSON, Bengt;SWE;Men;;;;;;;;;
HANSSON, Holger;SWE;Men;;;;;;;;;
LINDH, G??sta Lennart;SWE;Men;;;;;;;;;
LÖFGREN, Gösta;SWE;Men;;;;;;;;;
RYDELL, Ingvar;SWE;Men;;;;;;;;;
SAMUELSSON, Lennart;SWE;Men;;;;;;;;;
SANDBERG, G??sta;SWE;Men;;;;;;;;;
SVENSSON, Karl;SWE;Men;;;;;;;;;
BOZSIK, Jozsef;HUN;Men;;;;;;;;;
BUDAI, Laszlo;HUN;Men;;;;;;;;;
BUZANSZKY, Jen??;HUN;Men;;;;;;;;;
CSORDAS, Lajos;HUN;Men;;;;;;;;;
CZIBOR, Zoltan;HUN;Men;;;;;;;;;
DALNOKI, Jen??;HUN;Men;;;;;;;;;
GROSICS, Gyula;HUN;Men;;;;;;;;;
HIDEGKUTI, Nandor;HUN;Men;;;;;;;;;
KOCSIS, Sandor;HUN;Men;;;;;;;;;
KOVACS, Imre;HUN;Men;;;;;;;;;
LANTOS, Mihaly;HUN;Men;;;;;;;;;
LORANT, Gyula;HUN;Men;;;;;;;;;
PALOTAS, Peter;HUN;Men;;;;;;;;;
PUSKAS, Ferenc;HUN;Men;;;;;;;;;
ZAKARIAS, Jozsef;HUN;Men;;;;;;;;;
BEARA, Vladimir;YUG;Men;;;;;;;;;
BOSKOV, Vujadin;YUG;Men;;;;;;;;;
CRNKOVIC, Tomislav;YUG;Men;;;;;;;;;
HORVAT, Ivan;YUG;Men;;;;;;;;;
OGNJANOV, Tihomir;YUG;Men;;;;;;;;;
ZEBEC, Branko;YUG;Men;;;;;;;;;
KORONDI, Margit;HUN;Women;;;;;;;;;
BOCHAROVA, Nina;URS;Women;;;;;;;;;
GOROKHOVSKAYA, Mariya;URS;Women;;;;;;;;;
THORESSON, William;SWE;Men;;;;;;;;;
JOKIEL, Jerzy;POL;Men;;;;;;;;;
UESAKO, Tadao;JPN;Men;;;;;;;;;
KELETI, Agnes;HUN;Women;;;;;;;;;
GÜNTHARD, Jakob (Jack);SUI;Men;;;;;;;;;
CHUKARIN, Viktor Ivanovich;URS;Men;;;;;;;;;
SHAGINYAN, Grant;URS;Men;;;;;;;;;
EUGSTER, Hans;SUI;Men;;;;;;;;;
KOROLKOV, Yevgeni;URS;Men;;;;;;;;;
LEONKIN, Dmitri;URS;Men;;;;;;;;;
LAPPALAINEN, Onni Armas;FIN;Men;;;;;;;;;
LEMPINEN, Kaino Johannes;FIN;Men;;;;;;;;;
LINDFORS, Berndt Torbj??rn;FIN;Men;;;;;;;;;
VISKARI, Kalevi;FIN;Men;;;;;;;;;
BELYAKOV, Vladimir;URS;Men;;;;;;;;;
BERDIEV, Iosif;URS;Men;;;;;;;;;
MURATOV, Valentin;URS;Men;;;;;;;;;
PERELMAN, Mikhail;URS;Men;;;;;;;;;
FIVIAN, Ernst;SUI;Men;;;;;;;;;
GEBENDINGER, Ernst;SUI;Men;;;;;;;;;
SCHWARZENTRUBER, Johannes (Hans);SUI;Men;;;;;;;;;
TSCHABOLD, Jean Louis;SUI;Men;;;;;;;;;
BOBKOVA-MAREJKOVA, Hana;TCH;Women;;;;;;;;;
CHADIMOVA, Alena;TCH;Women;;;;;;;;;
RABASOVA, Jana;TCH;Women;;;;;;;;;
REICHOVA, Alena;TCH;Women;;;;;;;;;
SINOVA-MATOUSKOVA, Matylda;TCH;Women;;;;;;;;;
VANCUROVA-DRAZDIKOVA, Vera;TCH;Women;;;;;;;;;
VECHTOVA-BOSAKOVA, Eva;TCH;Women;;;;;;;;;
DANILOVA, Pelageya;URS;Women;;;;;;;;;
DZUGELI, Medeya;URS;Women;;;;;;;;;
KALINCHUK, Ekaterina;URS;Women;;;;;;;;;
MINAICHEVA, Galina;URS;Women;;;;;;;;;
SHAMRAI, Galina;URS;Women;;;;;;;;;
URBANOVICH, Galina;URS;Women;;;;;;;;;
BODO-MOLNAR, Andrea;HUN;Women;;;;;;;;;
DARUHAZI, Laszlone;HUN;Women;;;;;;;;;
GULYAS, Karolyne;HUN;Women;;;;;;;;;
PERENYI, Karolyne;HUN;Women;;;;;;;;;
ZALAI, Laszlone;HUN;Women;;;;;;;;;
BERGGREN, Evy;SWE;Women;;;;;;;;;
BLOMBERG, Vanja;SWE;Women;;;;;;;;;
COLLING-PETTERSSON, Ann-Sofi;SWE;Women;;;;;;;;;
LINDBERG, Karin;SWE;Women;;;;;;;;;
NORDIN, Hj??rdis;SWE;Women;;;;;;;;;
PETTERSSON, G??ta;SWE;Women;;;;;;;;;
RÖRING, Gun;SWE;Women;;;;;;;;;
SANDAHL, Ingrid;SWE;Women;;;;;;;;;
ONO, Takashi;JPN;Men;;;;;;;;;
TAKEMOTO, Masao;JPN;Men;;;;;;;;;
CARNILL, Denys John;GBR;Men;;;;;;;;;
COCKETT, John Ashley;GBR;Men;;;;;;;;;
CONROY, John Valentine;GBR;Men;;;;;;;;;
DADDS, Graham Bassett;GBR;Men;;;;;;;;;
DAY, Derek Malcolm;GBR;Men;;;;;;;;;
EAGAN, Dennis Michael Royal;GBR;Men;;;;;;;;;
FLETCHER, Robin Anthony;GBR;Men;;;;;;;;;
MIDGLEY, Roger Keith;GBR;Men;;;;;;;;;
NORRIS, Richard Owen Alfred;GBR;Men;;;;;;;;;
NUGENT, Nigel Algernon D.;GBR;Men;;;;;;;;;
NUNN, Anthony Stuart;GBR;Men;;;;;;;;;
ROBINSON, Anthony John Backh.;GBR;Men;;;;;;;;;
TAYLOR, John Paskin;GBR;Men;;;;;;;;;
DALUZ, Meldric St.Clair;IND;Men;;;;;;;;;
DESMUTHU, Chinadorai;IND;Men;;;;;;;;;
LAL SHARMA, Raghbir;IND;Men;;;;;;;;;
PERUMAL, Govind;IND;Men;;;;;;;;;
RAJAGOPAL, Muniswamy;IND;Men;;;;;;;;;
SINGH KULLAR, Udham;IND;Men;;;;;;;;;
SINGH, Dharam;IND;Men;;;;;;;;;
ANCION, Julius Theodoor;NED;Men;;;;;;;;;
MULDER, Laurentz Siebrand;NED;Men;;;;;;;;;
WERY, Leonard Hugo;NED;Men;;;;;;;;;
SZONDI, Istvan;HUN;Men;;;;;;;;;
HALL, Lars;SWE;Men;;;;;;;;;
BENEDEK, Gabor;HUN;Men;;;;;;;;;
MANNONEN, Olavi Aleksanteri;FIN;Men;;;;;;;;;
ROKKA, Olavi Antero;FIN;Men;;;;;;;;;
VILKKO, Lauri Johannes;FIN;Men;;;;;;;;;
KOVACSI, Aladar;HUN;Men;;;;;;;;;
EGNELL, Claes;SWE;Men;;;;;;;;;
LINDQVIST, Thorsten;SWE;Men;;;;;;;;;
SCHMID, Kurt;SUI;Men;;;;;;;;;
LOGG, Charles Paul Jr.;USA;Men;;;;;;;;;
PRICE, Thomas Steele;USA;Men;;;;;;;;;
BAETENS, Robert Frederik;BEL;Men;;;;;;;;;
KNUYSEN, Michel Jules L.;BEL;Men;;;;;;;;;
SEIJAS, Miguel;URU;Men;;;;;;;;;
CAPPOZZO, Tranquilo;ARG;Men;;;;;;;;;
GUERRERO, Eduardo;ARG;Men;;;;;;;;;
EMCHUK, Igor;URS;Men;;;;;;;;;
ZHILIN, Georgi;URS;Men;;;;;;;;;
ANDERSON, David Rollo;AUS;Men;;;;;;;;;
CAYZER, Phillip Arthur;AUS;Men;;;;;;;;;
CHAPMAN, Ernest William;AUS;Men;;;;;;;;;
CHESSELL, Thomas Edmund;AUS;Men;;;;;;;;;
FINLAY, Merwyn David;AUS;Men;;;;;;;;;
GREENWOOD, Nimrod;AUS;Men;;;;;;;;;
PAIN, Edward Oscar;AUS;Men;;;;;;;;;
TINNING, Robert Noel;AUS;Men;;;;;;;;;
WILLIAMSON, Geoffrey;AUS;Men;;;;;;;;;
DETWEILER, Robert Milan;USA;Men;;;;;;;;;
DUNBAR, James Ralph;USA;Men;;;;;;;;;
FIELDS, William Beauford;USA;Men;;;;;;;;;
FRYE, Wayne Thomas;USA;Men;;;;;;;;;
MANNING, Charles David;USA;Men;;;;;;;;;
MURPHY, Richard Frederick;USA;Men;;;;;;;;;
PROCTOR, Henry Arthur;USA;Men;;;;;;;;;
SHAKESPEARE, Franklin Bradford;USA;Men;;;;;;;;;
STEVENS, Edward Glenister;USA;Men;;;;;;;;;
AMIRAGOV, Slava;URS;Men;;;;;;;;;
